GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRIE001,AMRIE002,AMRIE003,AMRIE004,AMRIE005,AMRIE006,AMRIE007,AMRIE008,AMRIE009,AMRIE010,AMRIE011,AMRIE012,AMRIE013,AMRIE014,AMRIE015,AMRIE016,AMRIE017,NAME_M,AMRIM001,AMRIM002,AMRIM003,AMRIM004,AMRIM005,AMRIM006,AMRIM007,AMRIM008,AMRIM009,AMRIM010,AMRIM011,AMRIM012,AMRIM013,AMRIM014,AMRIM015,AMRIM016,AMRIM017
"G4600710","2016-2020","SD",,,"South Dakota","46","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46071",,,"Jackson County, South Dakota",815,332,77,255,75,69,6,248,66,93,85,4,160,96,15,31,18,"Jackson County, South Dakota",87,64,33,59,50,49,10,65,28,55,35,6,46,37,12,24,13
"G4600730","2016-2020","SD",,,"South Dakota","46","Jerauld County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46073",,,"Jerauld County, South Dakota",940,506,186,320,38,0,38,203,190,10,3,0,193,144,22,4,23,"Jerauld County, South Dakota",60,49,42,48,26,10,26,49,48,14,3,10,50,46,19,6,24
"G4600750","2016-2020","SD",,,"South Dakota","46","Jones County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46075",,,"Jones County, South Dakota",419,183,61,122,21,6,15,85,67,5,13,0,130,101,14,15,0,"Jones County, South Dakota",50,54,35,38,22,9,20,32,27,8,16,10,48,39,21,18,10
"G4600770","2016-2020","SD",,,"South Dakota","46","Kingsbury County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46077",,,"Kingsbury County, South Dakota",2172,1225,381,844,127,33,94,404,302,59,39,4,416,359,18,32,7,"Kingsbury County, South Dakota",95,88,60,80,49,27,42,62,50,30,17,5,66,64,17,20,6
"G4600790","2016-2020","SD",,,"South Dakota","46","Lake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46079",,,"Lake County, South Dakota",4712,2713,905,1808,200,19,181,945,691,77,174,3,854,618,80,77,79,"Lake County, South Dakota",187,234,132,201,92,25,88,187,164,62,111,4,148,130,58,49,48
"G4600810","2016-2020","SD",,,"South Dakota","46","Lawrence County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46081",,,"Lawrence County, South Dakota",11250,5089,1547,3542,964,276,688,2867,2241,163,241,222,2330,1847,141,80,262,"Lawrence County, South Dakota",370,357,249,272,272,140,217,280,266,82,144,95,286,285,88,50,109
"G4600830","2016-2020","SD",,,"South Dakota","46","Lincoln County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46083",,,"Lincoln County, South Dakota",20341,12732,6361,6371,1027,329,698,4051,2394,1045,467,145,2531,1860,312,196,163,"Lincoln County, South Dakota",224,532,344,416,179,108,181,491,373,294,138,88,360,314,140,93,85
"G4600850","2016-2020","SD",,,"South Dakota","46","Lyman County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46085",,,"Lyman County, South Dakota",1393,613,230,383,120,62,58,309,145,78,63,23,351,213,41,73,24,"Lyman County, South Dakota",79,82,47,65,35,21,25,60,42,24,22,22,63,57,18,28,25
"G4600870","2016-2020","SD",,,"South Dakota","46","McCook County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46087",,,"McCook County, South Dakota",2206,1319,446,873,188,29,159,316,239,29,38,10,383,257,34,32,60,"McCook County, South Dakota",148,78,62,71,70,22,69,82,77,18,21,14,80,73,22,20,34
"G4600890","2016-2020","SD",,,"South Dakota","46","McPherson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46089",,,"McPherson County, South Dakota",996,495,131,364,52,7,45,240,225,0,10,5,209,166,5,38,0,"McPherson County, South Dakota",85,69,33,55,29,6,28,60,60,10,10,7,42,43,6,24,10
"G4600910","2016-2020","SD",,,"South Dakota","46","Marshall County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46091",,,"Marshall County, South Dakota",1898,1113,355,758,88,47,41,376,301,44,24,7,321,277,16,13,15,"Marshall County, South Dakota",109,119,65,100,39,29,28,72,73,29,17,9,78,72,19,10,15
"G4600930","2016-2020","SD",,,"South Dakota","46","Meade County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46093",,,"Meade County, South Dakota",11142,6374,2623,3751,393,128,265,2201,1307,312,480,102,2174,1560,211,313,90,"Meade County, South Dakota",248,379,252,362,134,91,91,262,220,116,191,67,323,289,112,117,56
"G4600950","2016-2020","SD",,,"South Dakota","46","Mellette County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46095",,,"Mellette County, South Dakota",675,264,87,177,65,24,41,196,91,32,73,0,150,113,6,31,0,"Mellette County, South Dakota",48,43,39,51,28,17,22,38,30,18,25,10,39,39,8,16,10
"G4600970","2016-2020","SD",,,"South Dakota","46","Miner County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46097",,,"Miner County, South Dakota",963,511,228,283,25,7,18,193,161,16,16,0,234,189,27,18,0,"Miner County, South Dakota",65,56,47,47,18,7,17,47,44,13,13,10,65,58,20,13,10
"G4600990","2016-2020","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46099",,,"Minnehaha County, South Dakota",78453,36097,15709,20388,5643,1821,3822,20903,13179,4670,2288,766,15810,11517,1086,1380,1827,"Minnehaha County, South Dakota",669,844,734,797,634,366,537,799,655,584,273,177,787,765,244,286,317
"G4601010","2016-2020","SD",,,"South Dakota","46","Moody County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46101",,,"Moody County, South Dakota",2608,1413,470,943,189,123,66,630,397,73,84,76,376,285,24,67,0,"Moody County, South Dakota",174,151,94,101,52,43,27,107,90,34,34,39,80,65,20,45,14
"G4601020","2016-2020","SD",,,"South Dakota","46","Oglala Lakota County","102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46102",,,"Oglala Lakota County, South Dakota",2813,781,473,308,198,105,93,1296,261,235,748,52,538,176,107,240,15,"Oglala Lakota County, South Dakota",137,165,135,90,79,62,65,145,90,93,130,44,118,80,62,78,22
"G4601030","2016-2020","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46103",,,"Pennington County, South Dakota",43947,20638,6879,13759,2884,963,1921,11959,7513,2355,1602,489,8466,6235,525,759,947,"Pennington County, South Dakota",644,986,528,767,413,237,364,591,577,292,272,143,632,548,144,231,268
"G4601050","2016-2020","SD",,,"South Dakota","46","Perkins County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46105",,,"Perkins County, South Dakota",1329,740,248,492,67,11,56,281,182,53,41,5,241,220,8,13,0,"Perkins County, South Dakota",91,74,50,56,33,11,31,61,50,35,31,5,57,56,9,11,10
"G4601070","2016-2020","SD",,,"South Dakota","46","Potter County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46107",,,"Potter County, South Dakota",997,549,186,363,22,19,3,192,151,17,24,0,234,203,0,20,11,"Potter County, South Dakota",85,70,44,54,17,16,4,41,40,10,15,10,48,45,10,17,10
"G4601090","2016-2020","SD",,,"South Dakota","46","Roberts County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46109",,,"Roberts County, South Dakota",3889,1763,483,1280,251,93,158,1026,521,293,189,23,849,597,122,104,26,"Roberts County, South Dakota",113,106,66,85,66,44,48,94,72,67,40,15,98,96,49,41,21
"G4601110","2016-2020","SD",,,"South Dakota","46","Sanborn County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46111",,,"Sanborn County, South Dakota",987,540,194,346,75,28,47,177,109,48,17,3,195,171,2,14,8,"Sanborn County, South Dakota",68,51,38,50,36,18,30,44,34,24,11,6,50,48,3,13,12
"G4601150","2016-2020","SD",,,"South Dakota","46","Spink County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46115",,,"Spink County, South Dakota",2599,1403,506,897,118,37,81,607,413,83,104,7,471,404,19,30,18,"Spink County, South Dakota",101,92,82,73,36,18,33,77,63,31,45,9,72,75,15,17,16
"G4601170","2016-2020","SD",,,"South Dakota","46","Stanley County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46117",,,"Stanley County, South Dakota",1443,863,239,624,68,40,28,217,118,18,67,14,295,281,0,14,0,"Stanley County, South Dakota",95,88,51,82,41,31,27,79,43,22,55,22,90,87,10,17,10
"G4601190","2016-2020","SD",,,"South Dakota","46","Sully County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46119",,,"Sully County, South Dakota",591,322,95,227,21,12,9,98,63,19,10,6,150,142,0,8,0,"Sully County, South Dakota",64,40,28,34,12,9,9,31,26,16,11,7,45,44,10,7,10
"G4601210","2016-2020","SD",,,"South Dakota","46","Todd County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46121",,,"Todd County, South Dakota",2674,653,299,354,223,114,109,1140,340,440,344,16,658,354,108,169,27,"Todd County, South Dakota",103,91,73,76,60,42,52,116,90,81,78,14,92,76,46,66,25
"G4601230","2016-2020","SD",,,"South Dakota","46","Tripp County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46123",,,"Tripp County, South Dakota",2234,1191,351,840,109,54,55,611,433,100,75,3,323,269,39,7,8,"Tripp County, South Dakota",151,143,97,105,52,38,35,102,94,66,57,5,88,81,33,9,12
"G4601250","2016-2020","SD",,,"South Dakota","46","Turner County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46125",,,"Turner County, South Dakota",3530,2053,830,1223,182,80,102,676,519,99,55,3,619,464,69,53,33,"Turner County, South Dakota",97,122,93,107,56,38,42,88,78,30,29,4,92,83,33,24,26
"G4601270","2016-2020","SD",,,"South Dakota","46","Union County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46127",,,"Union County, South Dakota",6864,3682,1220,2462,499,214,285,1465,921,288,142,114,1218,1015,158,18,27,"Union County, South Dakota",147,238,165,248,133,77,110,200,131,93,73,77,206,206,88,20,31
"G4601290","2016-2020","SD",,,"South Dakota","46","Walworth County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46129",,,"Walworth County, South Dakota",2263,1111,386,725,130,0,130,530,375,39,113,3,492,385,55,33,19,"Walworth County, South Dakota",240,177,96,181,60,14,60,154,121,34,66,4,95,92,50,27,28
"G4601350","2016-2020","SD",,,"South Dakota","46","Yankton County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46135",,,"Yankton County, South Dakota",9558,4814,1739,3075,762,273,489,1890,1363,302,146,79,2092,1701,101,127,163,"Yankton County, South Dakota",354,360,184,335,195,117,167,311,284,140,70,54,242,217,63,69,109
"G4601370","2016-2020","SD",,,"South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46137",,,"Ziebach County, South Dakota",775,308,110,198,49,29,20,266,63,74,125,4,152,74,11,67,0,"Ziebach County, South Dakota",33,45,31,27,22,15,14,39,23,20,27,5,30,23,8,24,10
"G4700010","2016-2020","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47001",,,"Anderson County, Tennessee",30886,15617,5268,10349,1972,909,1063,7905,4331,1362,1834,378,5392,3879,404,789,320,"Anderson County, Tennessee",555,658,421,573,421,285,282,543,398,255,326,222,482,428,147,204,145
"G4700030","2016-2020","TN",,,"Tennessee","47","Bedford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47003",,,"Bedford County, Tennessee",17490,9223,3195,6028,1348,766,582,4351,2206,984,1084,77,2568,1579,331,386,272,"Bedford County, Tennessee",394,586,398,453,320,275,203,426,307,268,274,50,397,338,187,174,130
"G4700050","2016-2020","TN",,,"Tennessee","47","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47005",,,"Benton County, Tennessee",6770,2936,897,2039,368,142,226,2155,1331,284,484,56,1311,1037,74,147,53,"Benton County, Tennessee",268,300,164,242,128,95,90,266,222,109,147,43,221,191,57,70,42
"G4700070","2016-2020","TN",,,"Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47007",,,"Bledsoe County, Tennessee",4822,2674,917,1757,299,42,257,879,531,129,188,31,970,509,47,314,100,"Bledsoe County, Tennessee",205,273,206,207,159,36,148,170,138,68,77,34,249,170,43,202,111
"G4700090","2016-2020","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47009",,,"Blount County, Tennessee",51274,28526,9298,19228,2392,710,1682,12800,7719,1751,3069,261,7556,5847,562,782,365,"Blount County, Tennessee",785,912,697,715,380,219,316,684,513,250,394,108,662,611,190,181,142
"G4700110","2016-2020","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47011",,,"Bradley County, Tennessee",40730,21188,7154,14034,2081,796,1285,10869,6073,2148,2065,583,6592,4525,543,955,569,"Bradley County, Tennessee",477,897,519,743,405,295,269,734,605,401,348,181,582,551,210,285,152
"G4700130","2016-2020","TN",,,"Tennessee","47","Campbell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47013",,,"Campbell County, Tennessee",16461,7773,2311,5462,1434,700,734,4731,2541,811,1252,127,2523,1962,145,327,89,"Campbell County, Tennessee",383,536,368,493,406,264,233,344,332,186,262,65,297,279,65,124,58
"G4700150","2016-2020","TN",,,"Tennessee","47","Cannon County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47015",,,"Cannon County, Tennessee",5579,2847,1004,1843,275,133,142,1513,926,224,353,10,944,597,66,143,138,"Cannon County, Tennessee",177,254,150,214,88,76,81,204,186,91,135,17,173,146,47,63,76
"G4700170","2016-2020","TN",,,"Tennessee","47","Carroll County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47017",,,"Carroll County, Tennessee",10993,5656,2134,3522,479,257,222,2914,1990,411,440,73,1944,1365,260,166,153,"Carroll County, Tennessee",327,324,288,232,171,138,92,250,209,145,104,49,275,217,123,69,74
"G4700190","2016-2020","TN",,,"Tennessee","47","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47019",,,"Carter County, Tennessee",23993,11464,3289,8175,1099,417,682,6442,3798,978,1394,272,4988,3836,466,581,105,"Carter County, Tennessee",486,663,285,556,226,158,163,469,393,213,240,119,498,436,191,165,63
"G4700210","2016-2020","TN",,,"Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47021",,,"Cheatham County, Tennessee",15317,8441,3030,5411,1070,375,695,3321,1619,697,850,155,2485,1596,331,416,142,"Cheatham County, Tennessee",296,450,314,318,238,144,229,324,274,206,163,96,290,239,148,153,88
"G4700230","2016-2020","TN",,,"Tennessee","47","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47023",,,"Chester County, Tennessee",5992,3379,1159,2220,309,157,152,1380,743,403,191,43,924,584,108,162,70,"Chester County, Tennessee",274,416,269,332,170,135,103,211,149,142,98,37,268,242,83,115,69
"G4700250","2016-2020","TN",,,"Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47025",,,"Claiborne County, Tennessee",13561,6693,2360,4333,855,232,623,3528,2354,410,685,79,2485,1741,323,361,60,"Claiborne County, Tennessee",340,442,294,350,238,120,215,329,275,150,169,50,264,222,124,117,44
"G4700270","2016-2020","TN",,,"Tennessee","47","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47027",,,"Clay County, Tennessee",3176,1629,493,1136,104,25,79,735,482,158,54,41,708,500,37,126,45,"Clay County, Tennessee",175,194,133,158,74,28,68,130,104,85,46,43,137,139,33,72,43
"G4700290","2016-2020","TN",,,"Tennessee","47","Cocke County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47029",,,"Cocke County, Tennessee",14171,6553,1722,4831,1029,307,722,3890,1733,781,1114,262,2699,1979,265,353,102,"Cocke County, Tennessee",442,505,275,391,236,118,206,385,251,262,233,213,321,283,119,92,53
"G4700310","2016-2020","TN",,,"Tennessee","47","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47031",,,"Coffee County, Tennessee",22034,11079,3763,7316,1149,515,634,4944,2894,962,884,204,4862,3512,513,511,326,"Coffee County, Tennessee",353,629,404,457,246,187,184,410,351,219,247,115,552,567,176,176,203
"G4700330","2016-2020","TN",,,"Tennessee","47","Crockett County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47033",,,"Crockett County, Tennessee",5653,2855,956,1899,385,132,253,1450,761,336,311,42,963,644,169,121,29,"Crockett County, Tennessee",156,207,140,165,105,74,82,156,129,97,108,31,164,129,109,47,23
"G4700350","2016-2020","TN",,,"Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47035",,,"Cumberland County, Tennessee",26389,14775,3608,11167,1628,474,1154,6134,3929,934,1149,122,3852,3028,384,292,148,"Cumberland County, Tennessee",532,579,367,449,350,198,324,438,438,202,213,61,432,418,142,109,83
"G4700370","2016-2020","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47037",,,"Davidson County, Tennessee",289191,107588,42591,64997,18242,4461,13781,100533,57477,17451,16380,9225,62828,43689,3057,6566,9516,"Davidson County, Tennessee",1394,2202,1586,2131,1143,629,987,2067,1861,1060,994,709,1512,1400,414,693,754
"G4700390","2016-2020","TN",,,"Tennessee","47","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47039",,,"Decatur County, Tennessee",4637,2604,737,1867,192,126,66,1133,716,128,223,66,708,597,27,77,7,"Decatur County, Tennessee",258,220,148,171,107,82,69,167,132,63,90,60,144,144,29,47,9
"G4700410","2016-2020","TN",,,"Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47041",,,"DeKalb County, Tennessee",7782,4403,1423,2980,404,178,226,1725,1161,215,295,54,1250,745,124,288,93,"DeKalb County, Tennessee",268,300,237,253,162,114,110,277,247,122,116,35,234,187,109,125,69
"G4700430","2016-2020","TN",,,"Tennessee","47","Dickson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47043",,,"Dickson County, Tennessee",19559,10383,3744,6639,1440,467,973,4900,2627,887,1068,318,2836,2110,178,359,189,"Dickson County, Tennessee",321,478,380,401,303,168,267,438,326,217,254,167,325,280,107,136,142
"G4700450","2016-2020","TN",,,"Tennessee","47","Dyer County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47045",,,"Dyer County, Tennessee",15271,6912,2494,4418,1003,403,600,4672,2361,1265,899,147,2684,1935,237,383,129,"Dyer County, Tennessee",339,537,349,427,265,168,200,518,372,259,254,116,353,367,126,123,92
"G4700470","2016-2020","TN",,,"Tennessee","47","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47047",,,"Fayette County, Tennessee",16040,8989,2771,6218,531,107,424,3812,1915,930,903,64,2708,1803,239,504,162,"Fayette County, Tennessee",333,438,266,354,182,76,163,306,251,220,149,39,325,284,118,125,70
"G4700490","2016-2020","TN",,,"Tennessee","47","Fentress County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47049",,,"Fentress County, Tennessee",7368,3483,1196,2287,376,134,242,2017,1351,252,405,9,1492,1126,207,126,33,"Fentress County, Tennessee",274,292,184,272,159,105,112,294,272,113,156,10,229,226,112,89,33
"G4700510","2016-2020","TN",,,"Tennessee","47","Franklin County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47051",,,"Franklin County, Tennessee",16497,8483,2482,6001,703,336,367,4548,2885,731,719,213,2763,2016,349,286,112,"Franklin County, Tennessee",391,504,300,389,194,139,120,423,460,163,181,105,311,312,122,101,71
"G4700530","2016-2020","TN",,,"Tennessee","47","Gibson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47053",,,"Gibson County, Tennessee",19594,9392,3256,6136,825,338,487,6031,3226,1350,1331,124,3346,2414,506,236,190,"Gibson County, Tennessee",481,541,306,453,233,139,159,455,391,210,235,74,401,399,177,100,108
"G4700550","2016-2020","TN",,,"Tennessee","47","Giles County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47055",,,"Giles County, Tennessee",11700,5658,1623,4035,701,192,509,3252,1796,554,803,99,2089,1547,114,330,98,"Giles County, Tennessee",345,435,275,309,182,94,149,248,258,161,181,68,309,214,64,179,90
"G4700570","2016-2020","TN",,,"Tennessee","47","Grainger County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47057",,,"Grainger County, Tennessee",9147,5210,1601,3609,533,212,321,1850,1160,207,415,68,1554,1220,52,244,38,"Grainger County, Tennessee",227,302,218,284,149,93,119,219,184,88,136,71,251,250,67,98,30
"G4700590","2016-2020","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47059",,,"Greene County, Tennessee",27515,13361,4101,9260,1514,625,889,7423,4238,1323,1738,124,5217,3788,469,818,142,"Greene County, Tennessee",524,671,408,562,333,215,253,494,484,288,319,68,490,453,177,250,77
"G4700610","2016-2020","TN",,,"Tennessee","47","Grundy County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47061",,,"Grundy County, Tennessee",4944,2820,798,2022,317,149,168,1158,648,196,296,18,649,443,98,94,14,"Grundy County, Tennessee",213,237,90,228,92,78,56,166,136,76,88,20,139,114,65,49,16
"G4700630","2016-2020","TN",,,"Tennessee","47","Hamblen County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47063",,,"Hamblen County, Tennessee",24490,12143,4294,7849,1224,488,736,6607,3854,1082,1412,259,4516,3312,344,572,288,"Hamblen County, Tennessee",434,683,421,581,338,280,230,580,493,295,271,105,446,425,192,190,147
"G4700650","2016-2020","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47065",,,"Hamilton County, Tennessee",148296,67008,22909,44099,7594,2051,5543,46059,28754,7455,7958,1892,27635,20777,1463,2923,2472,"Hamilton County, Tennessee",1005,1606,970,1375,767,423,612,1265,1280,722,649,313,1175,1014,291,413,396
"G4700670","2016-2020","TN",,,"Tennessee","47","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47067",,,"Hancock County, Tennessee",2731,1199,471,728,157,84,73,832,550,118,157,7,543,398,67,70,8,"Hancock County, Tennessee",147,158,103,108,69,43,53,136,127,53,75,9,133,103,42,36,12
"G4700690","2016-2020","TN",,,"Tennessee","47","Hardeman County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47069",,,"Hardeman County, Tennessee",9245,3886,1221,2665,441,146,295,3264,1806,466,966,26,1654,1189,185,237,43,"Hardeman County, Tennessee",377,351,231,252,136,83,119,298,253,167,230,24,261,241,103,80,43
