GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRIE001,AMRIE002,AMRIE003,AMRIE004,AMRIE005,AMRIE006,AMRIE007,AMRIE008,AMRIE009,AMRIE010,AMRIE011,AMRIE012,AMRIE013,AMRIE014,AMRIE015,AMRIE016,AMRIE017,NAME_M,AMRIM001,AMRIM002,AMRIM003,AMRIM004,AMRIM005,AMRIM006,AMRIM007,AMRIM008,AMRIM009,AMRIM010,AMRIM011,AMRIM012,AMRIM013,AMRIM014,AMRIM015,AMRIM016,AMRIM017
"G2600930","2016-2020","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26093",,,"Livingston County, Michigan",72905,44138,15925,28213,3853,1215,2638,13978,9126,1840,2334,678,10936,7661,870,1557,848,"Livingston County, Michigan",418,717,493,556,482,228,383,570,517,259,306,184,540,535,179,274,197
"G2600950","2016-2020","MI",,,"Michigan","26","Luce County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26095",,,"Luce County, Michigan",2258,1222,296,926,199,66,133,468,314,53,95,6,369,328,3,27,11,"Luce County, Michigan",164,131,68,116,65,36,54,75,51,27,37,8,90,88,5,22,11
"G2600970","2016-2020","MI",,,"Michigan","26","Mackinac County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26097",,,"Mackinac County, Michigan",5268,2564,608,1956,411,133,278,1128,796,100,187,45,1165,894,105,89,77,"Mackinac County, Michigan",237,174,97,132,96,45,81,160,106,49,61,49,146,122,52,40,41
"G2600990","2016-2020","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26099",,,"Macomb County, Michigan",349340,166129,63210,102919,21717,7544,14173,98644,58279,16432,21997,1936,62850,46110,3560,9562,3618,"Macomb County, Michigan",1254,2271,1556,1772,1169,693,930,1738,1797,864,1162,320,1464,1336,444,669,479
"G2601010","2016-2020","MI",,,"Michigan","26","Manistee County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26101",,,"Manistee County, Michigan",9701,5021,1280,3741,642,178,464,2344,1632,277,368,67,1694,1366,141,128,59,"Manistee County, Michigan",288,257,165,209,113,49,100,190,200,79,71,42,161,138,58,44,26
"G2601030","2016-2020","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26103",,,"Marquette County, Michigan",27177,12551,3897,8654,2341,682,1659,6620,4012,962,842,804,5665,4515,307,349,494,"Marquette County, Michigan",526,556,286,474,273,137,250,421,374,187,142,169,418,420,102,93,164
"G2601050","2016-2020","MI",,,"Michigan","26","Mason County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26105",,,"Mason County, Michigan",12296,6212,1803,4409,895,398,497,2820,1933,441,408,38,2369,1872,135,228,134,"Mason County, Michigan",325,329,193,227,145,126,137,228,184,118,112,28,293,275,61,63,44
"G2601070","2016-2020","MI",,,"Michigan","26","Mecosta County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26107",,,"Mecosta County, Michigan",16276,7471,2376,5095,1476,565,911,4181,2708,539,656,278,3148,2163,191,312,482,"Mecosta County, Michigan",346,365,198,269,283,149,240,356,293,158,181,94,271,275,68,90,128
"G2601090","2016-2020","MI",,,"Michigan","26","Menominee County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26109",,,"Menominee County, Michigan",10403,5007,1312,3695,803,241,562,2244,1695,257,231,61,2349,1905,195,189,60,"Menominee County, Michigan",274,294,121,293,153,78,135,202,169,80,61,45,213,210,77,58,33
"G2601110","2016-2020","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26111",,,"Midland County, Michigan",34253,18665,6971,11694,2445,762,1683,7989,5239,1291,1247,212,5154,3997,469,338,350,"Midland County, Michigan",408,556,406,453,379,186,311,580,442,279,270,113,460,418,141,106,133
"G2601130","2016-2020","MI",,,"Michigan","26","Missaukee County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26113",,,"Missaukee County, Michigan",6194,3372,1050,2322,556,217,339,1146,754,173,183,36,1120,857,95,147,21,"Missaukee County, Michigan",178,153,97,118,95,62,65,111,105,49,46,16,119,109,30,48,16
"G2601150","2016-2020","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26115",,,"Monroe County, Michigan",60804,31198,10739,20459,4646,1616,3030,14247,8658,2383,2875,331,10713,7955,695,1544,519,"Monroe County, Michigan",464,928,618,805,635,339,629,646,542,341,351,129,711,613,157,315,237
"G2601170","2016-2020","MI",,,"Michigan","26","Montcalm County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26117",,,"Montcalm County, Michigan",24143,12723,4334,8389,1824,750,1074,5372,3342,806,1104,120,4224,3009,421,475,319,"Montcalm County, Michigan",343,558,351,447,274,192,201,345,302,170,206,53,265,309,125,116,112
"G2601190","2016-2020","MI",,,"Michigan","26","Montmorency County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26119",,,"Montmorency County, Michigan",4490,2186,373,1813,286,148,138,1024,663,164,153,44,994,809,44,102,39,"Montmorency County, Michigan",182,143,68,127,78,55,53,128,91,81,57,33,127,123,27,47,24
"G2601210","2016-2020","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26121",,,"Muskegon County, Michigan",66064,30976,10648,20328,5540,2101,3439,18262,9376,4251,4069,566,11286,8108,988,1544,646,"Muskegon County, Michigan",682,884,602,713,568,349,467,677,452,406,366,205,749,611,267,273,195
"G2601230","2016-2020","MI",,,"Michigan","26","Newaygo County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26123",,,"Newaygo County, Michigan",19365,10576,3592,6984,1208,387,821,4079,2563,678,721,117,3502,2468,247,579,208,"Newaygo County, Michigan",317,375,224,298,149,86,126,257,230,152,144,44,264,193,95,178,86
"G2601250","2016-2020","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26125",,,"Oakland County, Michigan",509589,251374,100018,151356,29548,6717,22831,135972,86285,19562,25370,4755,92695,70047,5152,10520,6976,"Oakland County, Michigan",1730,2624,1756,2132,1178,607,1124,2079,2112,1004,1263,478,1561,1536,527,684,543
"G2601270","2016-2020","MI",,,"Michigan","26","Oceana County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26127",,,"Oceana County, Michigan",10208,5796,1691,4105,766,437,329,2065,1274,348,394,49,1581,1210,77,221,73,"Oceana County, Michigan",252,227,129,181,124,93,72,185,168,81,82,34,143,132,30,76,37
"G2601290","2016-2020","MI",,,"Michigan","26","Ogemaw County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26129",,,"Ogemaw County, Michigan",9314,4473,1097,3376,790,316,474,2089,1320,318,387,64,1962,1470,93,292,107,"Ogemaw County, Michigan",297,242,126,186,138,91,93,166,133,91,88,28,181,158,55,82,43
"G2601310","2016-2020","MI",,,"Michigan","26","Ontonagon County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26131",,,"Ontonagon County, Michigan",2823,1393,183,1210,207,60,147,591,418,49,114,10,632,533,7,78,14,"Ontonagon County, Michigan",117,87,48,81,46,25,39,56,50,27,36,7,79,73,7,30,8
"G2601330","2016-2020","MI",,,"Michigan","26","Osceola County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26133",,,"Osceola County, Michigan",9332,4986,1667,3319,727,392,335,2030,1264,323,387,56,1589,1220,138,193,38,"Osceola County, Michigan",216,207,111,150,115,87,72,152,117,68,67,20,120,112,43,67,20
"G2601350","2016-2020","MI",,,"Michigan","26","Oscoda County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26135",,,"Oscoda County, Michigan",3732,1922,546,1376,312,126,186,732,536,79,107,10,766,613,26,104,23,"Oscoda County, Michigan",158,127,73,96,96,61,67,89,77,41,41,11,89,89,20,46,16
"G2601370","2016-2020","MI",,,"Michigan","26","Otsego County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26137",,,"Otsego County, Michigan",9985,5192,1506,3686,826,336,490,2292,1371,546,297,78,1675,1279,170,122,104,"Otsego County, Michigan",331,333,226,234,186,100,169,323,253,151,121,48,254,230,76,56,52
"G2601390","2016-2020","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26139",,,"Ottawa County, Michigan",104586,62849,26322,36527,5380,1730,3650,21175,12806,3660,2922,1787,15182,10079,1245,2076,1782,"Ottawa County, Michigan",747,1044,941,936,583,323,563,897,763,460,372,285,804,613,250,392,291
"G2601410","2016-2020","MI",,,"Michigan","26","Presque Isle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26141",,,"Presque Isle County, Michigan",5923,3284,719,2565,350,126,224,1171,818,110,217,26,1118,918,67,120,13,"Presque Isle County, Michigan",200,160,79,126,79,49,54,119,100,37,59,25,103,101,44,50,11
"G2601430","2016-2020","MI",,,"Michigan","26","Roscommon County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26143",,,"Roscommon County, Michigan",11420,5241,837,4404,688,292,396,2719,1855,373,398,93,2772,2205,224,190,153,"Roscommon County, Michigan",391,288,143,246,131,93,93,270,200,141,110,49,323,293,84,74,65
"G2601450","2016-2020","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26145",,,"Saginaw County, Michigan",78980,34371,11616,22755,5759,2044,3715,24641,14092,5254,4553,742,14209,10581,953,1657,1018,"Saginaw County, Michigan",794,840,594,688,540,374,419,842,682,450,385,158,783,760,229,280,229
"G2601470","2016-2020","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26147",,,"St. Clair County, Michigan",65668,33297,10628,22669,4921,2048,2873,15653,9410,3131,2521,591,11797,8717,875,1504,701,"St. Clair County, Michigan",574,822,513,595,453,272,390,621,555,373,263,156,525,505,223,227,187
"G2601490","2016-2020","MI",,,"Michigan","26","St. Joseph County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26149",,,"St. Joseph County, Michigan",24319,12236,4369,7867,2143,935,1208,5976,3579,1026,1153,218,3964,2993,276,482,213,"St. Joseph County, Michigan",388,529,320,376,286,186,231,346,242,175,191,87,332,317,79,127,67
"G2601510","2016-2020","MI",,,"Michigan","26","Sanilac County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26151",,,"Sanilac County, Michigan",17920,9298,2981,6317,1570,591,979,3815,2565,536,660,54,3237,2512,251,295,179,"Sanilac County, Michigan",281,301,166,243,178,107,152,218,208,80,88,24,210,195,88,67,58
"G2601530","2016-2020","MI",,,"Michigan","26","Schoolcraft County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26153",,,"Schoolcraft County, Michigan",3675,1896,389,1507,259,135,124,788,579,94,107,8,732,602,49,25,56,"Schoolcraft County, Michigan",196,157,54,140,82,61,46,115,104,42,44,8,118,109,27,20,41
"G2601550","2016-2020","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26155",,,"Shiawassee County, Michigan",27762,14176,4691,9485,2196,853,1343,6455,3942,1050,1283,180,4935,3470,405,693,367,"Shiawassee County, Michigan",359,582,342,423,291,192,224,403,361,204,240,103,408,362,151,153,118
"G2601570","2016-2020","MI",,,"Michigan","26","Tuscola County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26157",,,"Tuscola County, Michigan",21719,11312,3753,7559,1720,594,1126,4767,3226,591,869,81,3920,3016,272,489,143,"Tuscola County, Michigan",338,369,249,274,214,145,174,264,225,124,149,43,331,285,101,102,44
"G2601590","2016-2020","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26159",,,"Van Buren County, Michigan",29882,15898,5834,10064,1889,759,1130,6968,3710,1548,1515,195,5127,3687,383,822,235,"Van Buren County, Michigan",519,580,369,449,283,171,212,380,292,283,193,81,391,321,148,243,99
"G2601610","2016-2020","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26161",,,"Washtenaw County, Michigan",143040,65175,25514,39661,8767,1552,7215,38654,22906,4912,5548,5288,30444,20478,1519,2262,6185,"Washtenaw County, Michigan",940,1161,897,836,663,261,597,974,779,488,499,444,930,807,262,307,462
"G2601630","2016-2020","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26163",,,"Wayne County, Michigan",694858,252703,98298,154405,44198,15480,28718,247021,127345,53998,59097,6581,150936,111562,8989,21430,8955,"Wayne County, Michigan",2297,3425,2178,2552,1661,1198,1322,2956,2198,1471,1949,694,2319,2445,647,1042,813
"G2601650","2016-2020","MI",,,"Michigan","26","Wexford County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US26165",,,"Wexford County, Michigan",13212,6715,2199,4516,1146,476,670,3053,1701,624,638,90,2298,1601,226,320,151,"Wexford County, Michigan",276,300,175,245,201,127,146,276,191,155,152,45,230,194,77,94,86
"G2700010","2016-2020","MN",,,"Minnesota","27","Aitkin County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27001",,,"Aitkin County, Minnesota",7594,3964,855,3109,455,161,294,1599,1129,293,157,20,1576,1290,62,145,79,"Aitkin County, Minnesota",214,140,95,104,71,47,62,121,93,64,39,11,117,108,27,43,46
"G2700030","2016-2020","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27003",,,"Anoka County, Minnesota",129308,71617,29167,42450,9965,3761,6204,27862,16214,5404,5274,970,19864,13466,1895,2704,1799,"Anoka County, Minnesota",449,1205,910,913,723,502,585,978,723,572,500,256,804,591,317,348,346
"G2700050","2016-2020","MN",,,"Minnesota","27","Becker County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27005",,,"Becker County, Minnesota",13942,7387,2559,4828,826,375,451,3074,2069,587,369,49,2655,2014,163,432,46,"Becker County, Minnesota",312,371,192,277,116,89,75,298,223,146,70,25,316,232,55,112,32
"G2700070","2016-2020","MN",,,"Minnesota","27","Beltrami County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27007",,,"Beltrami County, Minnesota",17882,7395,2562,4833,1576,654,922,5142,2866,1210,838,228,3769,2709,416,307,337,"Beltrami County, Minnesota",356,450,217,351,264,185,156,477,338,229,176,90,451,406,151,102,120
"G2700090","2016-2020","MN",,,"Minnesota","27","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27009",,,"Benton County, Minnesota",16482,7645,3128,4517,1814,489,1325,3567,2329,639,417,182,3456,2446,399,376,235,"Benton County, Minnesota",315,418,257,282,320,138,281,292,275,165,90,73,361,344,150,146,118
"G2700110","2016-2020","MN",,,"Minnesota","27","Big Stone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27011",,,"Big Stone County, Minnesota",2294,1222,354,868,111,42,69,542,430,32,40,40,419,307,26,29,57,"Big Stone County, Minnesota",116,90,40,86,38,24,33,81,54,25,24,35,82,79,15,18,64
"G2700130","2016-2020","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27013",,,"Blue Earth County, Minnesota",26390,11669,4591,7078,2741,782,1959,6396,3394,949,807,1246,5584,3275,541,540,1228,"Blue Earth County, Minnesota",325,411,292,294,472,185,443,371,306,204,191,233,459,353,156,144,258
"G2700150","2016-2020","MN",,,"Minnesota","27","Brown County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27015",,,"Brown County, Minnesota",10643,5676,1949,3727,684,194,490,2236,1597,320,249,70,2047,1598,242,141,66,"Brown County, Minnesota",233,275,176,197,184,111,140,225,183,109,85,52,221,210,108,61,39
"G2700170","2016-2020","MN",,,"Minnesota","27","Carlton County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27017",,,"Carlton County, Minnesota",13811,7196,2582,4614,1156,361,795,3057,1593,600,675,189,2402,1836,220,255,91,"Carlton County, Minnesota",317,342,203,258,201,95,195,245,176,131,165,100,258,213,74,95,53
"G2700190","2016-2020","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27019",,,"Carver County, Minnesota",37386,23913,11329,12584,1658,592,1066,7168,4636,1201,985,346,4647,3161,499,397,590,"Carver County, Minnesota",328,621,457,515,276,147,220,485,395,289,292,151,364,290,152,156,226
"G2700210","2016-2020","MN",,,"Minnesota","27","Cass County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27021",,,"Cass County, Minnesota",13249,6524,1682,4842,1105,528,577,2912,1651,423,440,398,2708,2167,234,204,103,"Cass County, Minnesota",534,321,145,246,109,86,70,405,182,78,68,190,406,310,69,72,24
"G2700230","2016-2020","MN",,,"Minnesota","27","Chippewa County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27023",,,"Chippewa County, Minnesota",5133,2595,875,1720,370,228,142,1178,789,262,105,22,990,844,83,15,48,"Chippewa County, Minnesota",196,229,126,176,98,89,61,170,124,97,55,21,140,133,58,9,55
"G2700250","2016-2020","MN",,,"Minnesota","27","Chisago County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27025",,,"Chisago County, Minnesota",20370,12674,4756,7918,1547,647,900,3305,2075,524,584,122,2844,2036,322,337,149,"Chisago County, Minnesota",278,423,349,310,237,176,153,312,236,154,115,53,273,231,116,93,66
"G2700270","2016-2020","MN",,,"Minnesota","27","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27027",,,"Clay County, Minnesota",24695,12235,5648,6587,1762,803,959,6115,4029,1078,498,510,4583,3508,365,228,482,"Clay County, Minnesota",440,494,353,361,304,197,227,463,410,231,113,145,361,310,101,83,152
"G2700290","2016-2020","MN",,,"Minnesota","27","Clearwater County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27029",,,"Clearwater County, Minnesota",3452,1750,575,1175,284,120,164,748,532,121,86,9,670,532,35,75,28,"Clearwater County, Minnesota",104,84,54,68,57,34,41,68,59,28,22,9,72,68,13,25,18
"G2700310","2016-2020","MN",,,"Minnesota","27","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27031",,,"Cook County, Minnesota",2608,1426,347,1079,106,29,77,499,353,56,77,13,577,421,39,15,102,"Cook County, Minnesota",213,125,63,98,42,26,34,87,60,28,53,15,116,89,32,14,64
"G2700330","2016-2020","MN",,,"Minnesota","27","Cottonwood County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27033",,,"Cottonwood County, Minnesota",4915,2378,900,1478,311,113,198,1131,793,208,120,10,1095,864,31,162,38,"Cottonwood County, Minnesota",141,158,120,122,74,47,65,114,92,71,41,11,118,103,20,63,28
"G2700350","2016-2020","MN",,,"Minnesota","27","Crow Wing County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27035",,,"Crow Wing County, Minnesota",27605,14377,4424,9953,2153,786,1367,6291,4402,959,702,228,4784,3768,369,385,262,"Crow Wing County, Minnesota",388,419,303,289,292,171,220,370,368,207,143,84,312,255,105,98,98
"G2700370","2016-2020","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27037",,,"Dakota County, Minnesota",163463,89857,38662,51195,10936,3536,7400,39854,24386,8543,5501,1424,22816,16173,2518,2381,1744,"Dakota County, Minnesota",546,1435,1076,1057,657,426,489,1188,854,685,529,257,1021,981,405,303,260
"G2700390","2016-2020","MN",,,"Minnesota","27","Dodge County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27039",,,"Dodge County, Minnesota",7776,4723,2054,2669,642,384,258,1250,786,310,118,36,1161,847,168,95,51,"Dodge County, Minnesota",149,171,133,147,107,92,73,138,119,93,40,22,148,123,76,38,23
"G2700410","2016-2020","MN",,,"Minnesota","27","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27041",,,"Douglas County, Minnesota",16810,9124,2969,6155,929,288,641,3593,2531,478,410,174,3164,2659,161,224,120,"Douglas County, Minnesota",279,397,212,317,141,99,121,320,285,179,131,123,313,287,68,113,53
"G2700430","2016-2020","MN",,,"Minnesota","27","Faribault County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27043",,,"Faribault County, Minnesota",6074,3024,942,2082,391,135,256,1488,1123,200,142,23,1171,912,100,139,20,"Faribault County, Minnesota",144,154,82,141,82,46,62,136,146,67,39,13,114,113,42,42,22
"G2700450","2016-2020","MN",,,"Minnesota","27","Fillmore County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27045",,,"Fillmore County, Minnesota",8652,5075,1891,3184,558,175,383,1631,1183,223,177,48,1388,1052,118,163,55,"Fillmore County, Minnesota",171,148,95,126,90,46,77,122,115,56,42,31,119,89,31,50,27
"G2700470","2016-2020","MN",,,"Minnesota","27","Freeborn County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27047",,,"Freeborn County, Minnesota",13005,6312,1991,4321,1070,500,570,3255,2150,598,351,156,2368,1857,205,201,105,"Freeborn County, Minnesota",244,296,147,204,162,105,123,274,180,169,91,83,234,206,80,72,67
"G2700490","2016-2020","MN",,,"Minnesota","27","Goodhue County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27049",,,"Goodhue County, Minnesota",19623,10342,3938,6404,1175,427,748,4424,2831,856,600,137,3682,2963,164,210,345,"Goodhue County, Minnesota",243,400,210,320,189,100,161,302,291,205,146,84,303,294,63,63,130
"G2700510","2016-2020","MN",,,"Minnesota","27","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27051",,,"Grant County, Minnesota",2578,1387,455,932,123,59,64,536,372,82,82,0,532,433,29,62,8,"Grant County, Minnesota",92,94,48,69,38,27,25,70,50,30,32,13,70,58,16,25,9
"G2700530","2016-2020","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27053",,,"Hennepin County, Minnesota",513892,227703,96825,130878,37353,8497,28856,144342,93250,23885,17102,10105,104494,75789,5822,9404,13479,"Hennepin County, Minnesota",1374,2600,1576,1943,1349,676,1258,1916,1690,1117,858,616,1890,1714,494,618,930
"G2700550","2016-2020","MN",,,"Minnesota","27","Houston County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27055",,,"Houston County, Minnesota",8286,4396,1498,2898,481,189,292,1868,1252,318,257,41,1541,1196,76,157,112,"Houston County, Minnesota",138,246,173,191,104,57,85,179,172,87,84,34,162,146,57,64,50
"G2700570","2016-2020","MN",,,"Minnesota","27","Hubbard County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27057",,,"Hubbard County, Minnesota",8792,4970,1257,3713,641,276,365,1579,1138,234,179,28,1602,1238,126,200,38,"Hubbard County, Minnesota",185,174,94,133,104,74,73,121,115,74,47,17,131,132,62,57,25
"G2700590","2016-2020","MN",,,"Minnesota","27","Isanti County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27059",,,"Isanti County, Minnesota",15169,8266,2950,5316,1357,485,872,3000,1756,486,609,149,2546,1862,185,237,262,"Isanti County, Minnesota",181,307,220,269,188,92,165,262,204,134,144,79,270,240,60,67,126
"G2700610","2016-2020","MN",,,"Minnesota","27","Itasca County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27061",,,"Itasca County, Minnesota",19529,10337,3144,7193,1467,487,980,4333,2828,551,686,268,3392,2661,236,299,196,"Itasca County, Minnesota",472,423,229,336,233,101,218,296,265,131,166,99,257,235,92,78,73
"G2700630","2016-2020","MN",,,"Minnesota","27","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27063",,,"Jackson County, Minnesota",4480,2385,774,1611,377,120,257,830,601,102,72,55,888,675,64,65,84,"Jackson County, Minnesota",115,124,94,120,90,46,76,116,96,52,26,40,102,98,35,39,53
"G2700650","2016-2020","MN",,,"Minnesota","27","Kanabec County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27065",,,"Kanabec County, Minnesota",6631,3517,1117,2400,601,289,312,1289,874,158,195,62,1224,925,42,183,74,"Kanabec County, Minnesota",144,180,91,151,89,71,57,128,111,60,46,26,115,107,27,57,38
"G2700670","2016-2020","MN",,,"Minnesota","27","Kandiyohi County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27067",,,"Kandiyohi County, Minnesota",16853,9180,3002,6178,1183,381,802,3824,2245,851,565,163,2666,2010,202,215,239,"Kandiyohi County, Minnesota",271,418,245,324,240,110,229,305,213,173,163,64,243,223,79,92,85
"G2700690","2016-2020","MN",,,"Minnesota","27","Kittson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27069",,,"Kittson County, Minnesota",1834,977,334,643,105,26,79,315,200,63,48,4,437,351,31,19,36,"Kittson County, Minnesota",92,77,53,56,36,13,37,46,39,25,24,4,59,58,22,12,34
"G2700710","2016-2020","MN",,,"Minnesota","27","Koochiching County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27071",,,"Koochiching County, Minnesota",5796,2627,709,1918,435,140,295,1400,980,188,220,12,1334,1083,69,142,40,"Koochiching County, Minnesota",211,255,137,195,122,60,104,158,161,85,77,16,179,165,48,57,39
"G2700730","2016-2020","MN",,,"Minnesota","27","Lac qui Parle County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27073",,,"Lac qui Parle County, Minnesota",3048,1662,479,1183,235,55,180,595,472,70,53,0,556,452,46,29,29,"Lac qui Parle County, Minnesota",124,122,68,87,63,23,60,87,85,30,22,13,70,73,23,23,19
"G2700750","2016-2020","MN",,,"Minnesota","27","Lake County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US27075",,,"Lake County, Minnesota",5174,2730,819,1911,294,95,199,968,665,153,130,20,1182,900,124,78,80,"Lake County, Minnesota",190,156,155,117,97,43,85,140,100,76,53,18,140,135,57,52,76
